0.093496,0.088764,0.387115,0.029700,0.006108,0.015678,0.118760
0.117103,0.252017,0.055600,0.004558,0.010285,0.002393,0.009074
0.187871,0.332751,0.250201,0.017352,0.005337,0.003035,0.027077
-0.540548,-0.769721,0.647726,0.572974,0.141939,0.160644,0.235862
-0.451619,-0.719971,-0.649610,0.910123,0.963980,0.356099,-0.347366
-0.344339,-0.459955,-0.632923,0.852526,1.000000,0.260458,-0.219661
-0.241700,-0.428228,0.344950,0.650423,0.201113,0.288847,0.149229
